Value	Indegree	Outdegree
70		182			332
14		183			328
68		195			326
66		180			321
53		198			321
42		201			320
34		198			319
46		197			319
24		195			319
36		172			318
78		182			318
23		180			317
3		191			316
12		186			316
89		177			315
45		193			315
75		205			314
18		205			313
40		200			313
84		194			313
86		180			313
96		188			313
67		176			312
77		193			312
11		207			312
10		182			311
90		190			311
25		200			311
5		207			311
58		169			311
13		201			311
33		180			310
72		191			310
20		186			309
85		187			308
27		188			307
60		207			307
38		181			306
51		178			306
37		194			305
73		190			304
83		195			304
93		179			304
98		164			304
28		167			304
1		183			303
19		177			303
56		181			303
81		181			302
95		202			302
32		179			301
16		196			301
80		186			301
39		178			299
35		176			298
88		178			298
91		186			298
21		184			296
57		181			296
47		172			294
52		167			294
74		183			293
26		189			293
71		172			292
79		185			292
44		180			292
94		186			291
48		186			291
29		161			291
9		191			290
49		183			289
30		172			289
43		181			288
8		182			287
4		156			287
92		175			287
61		176			287
76		176			285
2		172			285
63		171			283
41		174			283
22		158			283
69		178			282
62		173			282
15		167			281
6		150			280
65		173			279
59		167			279
82		162			278
64		176			277
50		174			277
54		174			277
55		166			277
87		175			276
17		164			275
97		166			274
31		165			273
7		160			273
938		41			31
685		36			29
608		38			28
609		39			28
536		41			27
471		39			27
965		38			27
977		35			25
525		41			24
294		34			24
727		37			24
896		28			24
274		38			23
584		35			23
308		34			23
729		33			23
754		33			23
773		32			23
101		32			23
417		36			23
434		35			23
883		28			23
453		32			23
236		35			23
265		40			22
268		38			22
299		33			22
625		36			22
323		31			22
361		37			22
757		35			22
386		28			22
99		26			22
828		31			22
415		33			22
207		31			22
428		34			22
934		34			22
124		33			22
509		28			22
588		29			21
590		31			21
599		31			21
152		32			21
616		38			21
321		32			21
645		31			21
691		34			21
348		31			21
713		31			21
360		32			21
368		26			21
765		26			21
384		31			21
774		37			21
804		30			21
813		36			21
408		35			21
861		32			21
218		34			21
877		31			21
221		34			21
459		27			21
467		30			21
942		33			21
943		32			21
475		26			21
980		39			21
493		32			21
993		32			21
252		32			21
542		28			20
135		33			20
550		35			20
277		27			20
556		30			20
561		26			20
283		26			20
581		32			20
589		32			20
304		28			20
320		30			20
163		31			20
662		37			20
667		32			20
672		27			20
676		31			20
341		23			20
342		34			20
345		35			20
692		29			20
698		30			20
705		26			20
706		30			20
707		33			20
715		32			20
717		32			20
720		30			20
731		35			20
732		42			20
739		34			20
748		34			20
751		27			20
388		35			20
780		29			20
784		29			20
785		24			20
870		31			20
872		31			20
108		32			20
438		33			20
882		29			20
888		32			20
461		35			20
923		29			20
931		29			20
233		31			20
937		30			20
944		38			20
239		34			20
969		29			20
971		30			20
984		35			20
992		35			20
506		25			20
511		37			19
544		28			19
559		28			19
279		33			19
284		26			19
289		29			19
583		36			19
148		35			19
303		29			19
621		33			19
318		34			19
654		29			19
660		27			19
332		28			19
664		37			19
665		29			19
670		29			19
343		36			19
690		29			19
346		28			19
697		34			19
350		30			19
702		31			19
355		42			19
722		26			19
362		31			19
367		31			19
738		34			19
186		35			19
750		32			19
377		27			19
468		27			19
783		32			19
791		26			19
200		30			19
412		32			19
845		32			19
846		26			19
851		29			19
859		39			19
431		24			19
109		30			19
110		35			19
899		29			19
455		29			19
466		35			19
946		25			19
235		26			19
476		32			19
953		31			19
242		34			19
990		31			19
248		33			19
498		29			19
249		27			19
255		30			18
518		38			18
259		33			18
261		29			18
529		34			18
267		33			18
270		26			18
549		29			18
137		33			18
276		28			18
560		26			18
570		32			18
586		26			18
623		30			18
624		33			18
155		31			18
313		26			18
631		26			18
642		29			18
648		30			18
325		27			18
117		38			18
661		33			18
671		33			18
340		26			18
684		22			18
687		30			18
699		26			18
358		35			18
728		28			18
372		28			18
376		36			18
379		30			18
193		32			18
782		28			18
196		41			18
787		27			18
395		34			18
396		40			18
100		30			18
815		22			18
818		27			18
410		29			18
205		35			18
823		24			18
830		22			18
103		35			18
833		33			18
836		31			18
841		29			18
840		31			18
856		39			18
860		31			18
440		31			18
441		35			18
886		22			18
897		31			18
904		27			18
112		35			18
226		31			18
228		28			18
229		28			18
922		32			18
924		25			18
465		31			18
948		31			18
474		35			18
478		27			18
960		28			18
240		30			18
120		27			18
487		30			18
978		37			18
981		33			18
986		27			18
502		29			18
504		27			18
251		34			18
126		30			18
515		27			17
523		34			17
263		27			17
264		30			17
532		26			17
538		26			17
548		24			17
460		33			17
551		33			17
554		27			17
278		24			17
564		28			17
569		29			17
998		28			17
285		30			17
571		28			17
287		28			17
290		34			17
291		26			17
146		31			17
601		30			17
604		29			17
983		30			17
615		29			17
309		28			17
312		36			17
626		31			17
627		26			17
630		27			17
317		30			17
640		24			17
643		25			17
652		29			17
334		33			17
171		30			17
693		28			17
694		30			17
173		27			17
352		28			17
354		31			17
177		35			17
718		37			17
359		27			17
364		26			17
734		26			17
185		31			17
746		34			17
374		34			17
187		29			17
381		33			17
194		27			17
197		27			17
198		29			17
801		28			17
404		32			17
405		32			17
816		33			17
817		29			17
820		32			17
208		32			17
418		32			17
419		29			17
842		28			17
849		33			17
426		27			17
244		27			17
876		28			17
444		26			17
894		35			17
895		34			17
449		31			17
913		30			17
928		24			17
232		33			17
234		35			17
477		30			17
479		30			17
492		28			17
122		33			17
495		29			17
995		29			17
123		28			17
250		28			17
253		31			17
127		26			16
885		30			16
522		33			16
963		30			16
119		27			16
262		30			16
531		27			16
132		26			16
539		37			16
540		25			16
964		28			16
272		26			16
547		31			16
138		28			16
281		26			16
566		26			16
573		31			16
576		26			16
580		34			16
472		32			16
295		31			16
592		29			16
298		26			16
605		26			16
153		26			16
617		33			16
940		33			16
316		24			16
247		28			16
442		30			16
763		23			16
821		27			16
668		26			16
333		26			16
674		23			16
338		26			16
675		28			16
170		27			16
958		28			16
686		31			16
344		28			16
695		29			16
353		32			16
710		25			16
959		29			16
994		36			16
730		23			16
740		25			16
756		29			16
945		27			16
762		30			16
190		31			16
890		27			16
230		29			16
191		34			16
909		33			16
192		34			16
985		31			16
389		31			16
420		31			16
393		27			16
790		23			16
793		32			16
397		31			16
798		27			16
803		31			16
201		29			16
814		24			16
204		32			16
209		24			16
421		34			16
210		29			16
850		32			16
429		27			16
430		25			16
792		38			16
864		29			16
867		30			16
873		28			16
880		27			16
220		30			16
450		28			16
225		33			16
454		34			16
458		30			16
916		35			16
925		20			16
930		30			16
116		32			16
469		28			16
481		32			16
486		23			16
489		27			16
950		29			16
520		24			15
131		28			15
443		27			15
970		26			15
534		31			15
133		33			15
314		22			15
997		30			15
557		25			15
562		29			15
563		26			15
567		32			15
574		31			15
577		30			15
578		29			15
144		29			15
949		32			15
585		24			15
292		25			15
297		23			15
300		20			15
301		32			15
302		30			15
470		29			15
611		23			15
612		33			15
310		25			15
708		39			15
635		27			15
639		32			15
160		24			15
322		25			15
161		27			15
649		24			15
473		29			15
653		30			15
327		31			15
658		25			15
164		30			15
203		26			15
335		26			15
339		29			15
683		28			15
939		27			15
407		29			15
704		26			15
887		29			15
176		28			15
606		32			15
714		26			15
178		31			15
179		27			15
180		32			15
370		22			15
743		29			15
745		26			15
121		30			15
749		32			15
496		31			15
188		27			15
189		27			15
772		27			15
394		33			15
401		30			15
805		27			15
826		29			15
115		27			15
991		33			15
831		25			15
416		32			15
423		35			15
854		21			15
857		25			15
215		25			15
874		28			15
797		32			15
794		33			15
448		22			15
447		28			15
906		29			15
181		26			15
911		36			15
113		35			15
231		33			15
398		36			15
956		24			15
480		30			15
966		30			15
967		24			15
483		31			15
835		22			15
505		26			15
452		26			14
256		26			14
258		30			14
260		33			14
351		29			14
533		28			14
271		32			14
545		23			14
414		31			14
275		22			14
553		24			14
638		24			14
827		24			14
140		28			14
565		32			14
568		27			14
829		21			14
634		24			14
286		28			14
587		29			14
889		27			14
591		31			14
174		23			14
597		29			14
223		25			14
603		28			14
491		30			14
968		32			14
306		31			14
973		26			14
769		26			14
156		33			14
315		31			14
637		30			14
641		33			14
647		28			14
162		33			14
655		33			14
659		32			14
812		24			14
666		31			14
166		25			14
673		27			14
337		25			14
168		31			14
680		33			14
105		29			14
305		27			14
172		26			14
347		28			14
759		35			14
711		29			14
719		24			14
723		22			14
725		23			14
602		30			14
366		26			14
596		27			14
736		28			14
737		28			14
184		22			14
752		31			14
852		26			14
427		30			14
382		22			14
463		26			14
767		30			14
216		34			14
786		32			14
799		27			14
800		22			14
199		29			14
810		27			14
811		25			14
900		26			14
982		25			14
848		29			14
413		33			14
974		29			14
464		28			14
847		23			14
106		26			14
336		29			14
843		30			14
912		28			14
844		22			14
936		22			14
884		30			14
891		28			14
488		27			14
224		32			14
451		28			14
633		34			14
104		27			14
789		30			14
952		29			14
657		24			14
650		28			14
724		29			14
243		28			14
915		28			14
326		26			14
901		26			14
988		22			14
219		26			14
499		29			14
957		23			14
926		27			13
512		28			13
712		33			13
825		27			13
238		29			13
129		25			13
130		24			13
526		24			13
530		29			13
535		31			13
245		24			13
369		22			13
898		29			13
136		32			13
273		30			13
726		31			13
733		30			13
356		30			13
579		25			13
222		30			13
628		22			13
296		29			13
349		21			13
167		18			13
151		29			13
869		31			13
266		29			13
154		25			13
853		28			13
941		25			13
758		26			13
644		29			13
485		36			13
764		35			13
663		29			13
954		19			13
257		30			13
716		28			13
721		29			13
517		25			13
987		26			13
378		28			13
744		29			13
892		27			13
406		25			13
834		21			13
139		30			13
775		20			13
391		24			13
678		29			13
500		26			13
403		28			13
169		29			13
779		27			13
700		25			13
766		24			13
501		23			13
855		27			13
771		24			13
795		23			13
436		27			13
806		29			13
114		29			13
961		32			13
788		26			13
893		27			13
908		30			13
781		27			13
206		25			13
237		28			13
402		24			13
646		28			13
282		29			13
914		23			12
513		26			12
618		23			12
558		22			12
383		21			12
709		22			12
269		26			12
921		20			12
387		22			12
807		28			12
202		28			12
280		24			12
456		29			12
195		21			12
933		25			12
865		25			12
319		25			12
755		23			12
935		23			12
147		29			12
134		29			12
149		20			12
622		26			12
619		23			12
636		29			12
903		29			12
241		23			12
879		21			12
432		27			12
819		25			12
293		23			12
741		27			12
972		31			12
839		29			12
497		26			12
858		22			12
696		25			12
742		20			12
761		27			12
246		24			12
703		24			12
760		22			12
868		26			12
679		23			12
863		25			12
