Value	Indegree	Outdegree
227		25			12
824		24			12
462		28			12
778		26			12
490		25			12
363		22			12
902		28			12
541		27			12
651		23			12
753		28			12
424		22			12
516		19			12
677		23			12
357		20			12
878		21			12
141		24			12
656		23			12
213		27			12
392		23			12
329		17			12
142		29			12
552		25			12
435		24			12
955		26			12
503		22			12
446		28			11
875		25			11
632		23			11
510		32			11
689		20			11
400		35			11
439		30			11
217		24			11
932		29			11
371		27			11
747		25			11
975		24			11
917		26			11
102		20			11
543		25			11
796		25			11
629		29			11
118		25			11
832		25			11
809		30			11
399		29			11
375		25			11
918		26			11
598		25			11
620		24			11
380		29			11
519		23			11
425		30			11
521		23			11
593		25			11
484		24			11
582		22			11
528		32			11
457		24			11
159		21			11
437		29			11
572		23			11
311		27			11
385		24			11
445		25			11
822		29			11
777		25			11
175		26			11
947		24			11
365		19			11
330		26			11
157		21			11
768		24			11
107		28			11
482		24			11
307		23			11
390		25			11
165		26			11
701		24			11
212		25			11
514		27			11
111		25			11
979		19			11
507		23			11
837		23			10
907		19			10
962		23			10
595		21			10
373		23			10
682		23			10
607		30			10
546		23			10
735		23			10
871		20			10
929		24			10
808		19			10
838		30			10
422		22			10
669		26			10
524		22			10
211		21			10
920		22			10
508		22			10
143		23			10
996		23			10
688		25			10
614		19			10
770		22			10
989		19			10
862		18			10
951		27			9
555		23			9
433		21			9
919		24			9
183		23			9
802		26			9
881		26			9
182		20			9
866		25			9
594		23			9
331		17			9
976		24			9
610		21			9
411		23			9
613		29			9
158		26			9
214		17			9
527		23			9
125		24			9
128		28			9
681		24			8
910		23			8
494		20			8
254		19			8
905		27			8
537		30			8
575		28			8
409		26			8
288		23			8
150		22			7
145		25			7
324		25			7
927		19			7
776		24			6
328		22			6
0		0			0
600		20			6
